340.151515 3715.000000
680.303030 3715.000000
1020.454545 3715.000000
1360.606061 3715.000000
1700.757576 3715.000000
2040.909091 3715.000000
2381.060606 3715.000000
2721.212121 3715.000000
3061.363636 3715.000000
3401.515152 3715.000000
3741.666667 3715.000000
4081.818182 3715.000000
4421.969697 3715.000000
4762.121212 3715.000000
5102.272727 3715.000000
5442.424242 3715.000000
5782.575758 3715.000000
6122.727273 3715.000000
6462.878788 3715.000000
6803.030303 3715.000000
7143.181818 3715.000000
7483.333333 3715.000000
7823.484848 3715.000000
8163.636364 3715.000000
8503.787879 3715.000000
8843.939394 3715.000000
9184.090909 3715.000000
9524.242424 3715.000000
9864.393939 3715.000000
10204.545455 3715.000000
10544.696970 3715.000000
10884.848485 3715.000000
